feature,cohens_d,p_value,mean_human,mean_ai,diff_human_minus_ai
hapax_legomena,-0.029326014780474315,0.3686023543760165,202.08320726172465,202.8086232980333,-0.7254160363086442
L_TTR,-0.29240413508753116,5.519946947789697e-19,0.6492088951708521,0.6604819987317295,-0.011273103560877407
L_Root_TTR,-0.06888413351578478,0.0358180301334316,12.953219284856706,13.009012604404498,-0.05579331954779221
L_Log_TTR,-0.26867224329266437,4.806459428208373e-15,0.9274809679480572,0.9301698235317586,-0.002688855583701355
