y,y_prob
0,0.5034848488492151
0,0.5093051649087355
0,0.5018983014683521
0,0.4378080322247541
0,0.46872463685592297
0,0.4884645940404478
0,0.5205168461916685
0,0.5529094477492753
0,0.5540237224408588
0,0.48693350755886033
0,0.4850117347935261
0,0.4771097344322638
0,0.5270542585994037
0,0.46565269323243036
0,0.5301268080651493
0,0.5514881811198419
0,0.4969288386464615
0,0.45064653482027744
0,0.5364015169285574
0,0.45689548228597254
0,0.48334531850905776
0,0.46621514062362107
0,0.4602484389218234
0,0.4974903704029917
0,0.4284001712173858
0,0.5085743586339503
0,0.4139726518363262
0,0.5019776174932132
0,0.5528505937639066
0,0.47686151224168893
0,0.5300856592043595
0,0.5468449977363272
0,0.43017274130859884
0,0.4614732499922074
0,0.3841036711732666
0,0.5128951317995502
0,0.46748321324703535
0,0.45900501650864517
0,0.49997427254579496
0,0.513003471159844
0,0.5042867966808219
0,0.41332670000836214
0,0.5332838316179183
0,0.5010177797323321
0,0.5176627184915312
0,0.5331188177208375
0,0.4732814180888234
0,0.4907314051829052
0,0.5175829306946781
0,0.4687534344707113
0,0.4601931589271292
0,0.4783362431309272
0,0.5067775876557056
0,0.4764313764794851
0,0.46782925203103526
0,0.48294377751514356
0,0.501007141018892
0,0.5242711841577075
0,0.5410079618678781
0,0.47653981507653537
0,0.4658072553232968
0,0.44167927872414264
0,0.5028896728809229
0,0.5270053671227807
0,0.5007210003395738
0,0.49619273162882294
0,0.532473801715369
0,0.5659087479863246
0,0.5378220947156485
0,0.5017388978675169
0,0.5195448892032136
0,0.49270767274892685
0,0.49389018453970096
0,0.4883087798074871
0,0.4962088012859484
0,0.48909197443649544
0,0.4829941362432324
0,0.46795757561882806
0,0.46796401578747715
0,0.49188994603277025
0,0.45448684215205154
0,0.4493535141754796
0,0.41502088416555855
0,0.5251186175415768
0,0.48175599323987683
0,0.47285910004131804
0,0.4937589412148989
0,0.49175099131729966
0,0.43639256740826593
0,0.5289386751498775
0,0.46876979407633357
0,0.4470653196534983
0,0.5408463183902553
0,0.5217605616489026
0,0.55759544032222
0,0.5218581655167355
0,0.46705195125641985
0,0.5016272710918003
0,0.48459452313167933
0,0.4885813996228706
0,0.5215011424614799
0,0.5468245851455136
0,0.5212601975369288
0,0.5183160113194455
0,0.5271943101577771
0,0.5635532482479505
0,0.5496398032663758
0,0.4250380566858137
0,0.4691522311250524
0,0.5751369454026821
0,0.5475054907732225
0,0.4356525305235891
0,0.5899766122968755
0,0.5619921272964735
0,0.5146195375602236
0,0.5316665130399331
0,0.5263442969509297
0,0.5599421946542773
0,0.5772943245959208
0,0.5301794022683299
0,0.4924597496483383
0,0.4831101344123178
0,0.4871338203044648
0,0.5348998289376299
0,0.4814682170534279
0,0.4841110657246636
0,0.5244633116153757
0,0.5269222041558586
0,0.5572276931146338
0,0.5555951775031995
0,0.6103226710749404
0,0.5219793992616913
0,0.5701160286191046
0,0.5714148576914949
0,0.5425233040381022
0,0.5202561968481324
0,0.5161293356874597
0,0.5154619203202776
0,0.5281390265807767
0,0.4384245381464887
0,0.5696683139191413
0,0.5780268464634788
0,0.47323244804239356
0,0.4231047922019879
0,0.4551955874829445
0,0.5085172584886051
0,0.45453557073009015
0,0.5040943098486153
0,0.4587765809160282
0,0.48562488941526827
0,0.44639192651081916
0,0.45696931971026766
0,0.4611905452813122
0,0.44536500098210935
0,0.4608787062734361
0,0.4619308334243391
0,0.48390572605317544
0,0.48685550995823235
0,0.48272437507349303
0,0.4511227325742549
0,0.5122507866605424
0,0.5400205689339922
0,0.49038682767119673
0,0.41303901064896237
0,0.5402247783931204
0,0.5098322230375166
0,0.4795456136819957
0,0.42865927846730223
0,0.4593526228860147
0,0.5278540568025526
0,0.4979328655908617
0,0.5060951761921058
0,0.5016296057738663
0,0.5182642846064689
0,0.5190306481101404
0,0.4840824858142369
0,0.4599913972851096
0,0.5653186242437981
0,0.5958387294103827
0,0.5303547059766471
0,0.5485050184169339
0,0.4625246062967745
0,0.6074829670769037
0,0.4718273463636935
0,0.5013577605639209
0,0.45661100866545346
0,0.5149185221457799
0,0.5948927283977034
0,0.5819572114644668
0,0.5675390188609255
0,0.541908637259857
0,0.5701511299797593
0,0.5489837991645287
0,0.5569233839742075
0,0.579011944190991
0,0.6021577939491731
0,0.5466948949652531
0,0.599265027033395
0,0.548435546236184
0,0.4986826610784986
0,0.4544731547942681
0,0.46616458194624494
0,0.5767568196252479
0,0.5117178079208942
0,0.5163143544987828
0,0.5172314849605549
0,0.5043532143741372
0,0.5137966081501135
0,0.5082925126027351
0,0.5567853362470314
0,0.5140952817906754
0,0.5387154215644705
0,0.596603243371681
0,0.5369459368498779
0,0.486335554178684
0,0.5437035290967439
0,0.460082298743163
0,0.4373423004909877
0,0.5447775410267034
0,0.5104803573722824
0,0.47473480989997535
0,0.5468831408554282
0,0.4723672760087777
0,0.5592486677440974
0,0.5237128732995323
0,0.5580241595700356
0,0.5530468280156143
0,0.5331203488816149
0,0.4684980591400931
0,0.5061094234075677
0,0.4997839215706452
0,0.4554732429998846
0,0.38164206389762145
0,0.49614375477428097
0,0.400836136502728
0,0.43576467936381363
0,0.4672167836977765
0,0.44382304777554216
0,0.475982321313637
0,0.4489462586730838
0,0.4817465220662561
0,0.4946336065790226
0,0.44318323750186417
0,0.4912208576609518
0,0.5227197724623072
0,0.5296891196770346
0,0.510116576918705
0,0.7207476167101808
0,0.5347080001320089
0,0.4039938884231338
0,0.4881048387724474
0,0.48923780978519543
0,0.4374869188746156
0,0.46368790142840266
0,0.49879107164867403
0,0.476845103574426
0,0.627065793789701
0,0.5014083734928573
0,0.49642809734739357
0,0.44727534799396507
0,0.4104090133353966
0,0.4521379496386769
0,0.5231905526635631
0,0.4700089889887916
0,0.5516271167247082
0,0.5024801423234101
0,0.5202482853878663
