grouping,n_clusters_embedding,silhouette_embedding,n_clusters_stylometric,calinski_harabasz,davies_bouldin,silhouette_stylometric
Human vs AI,2,0.01303308410936641,2,20.3011258837728,14.062767523383531,0.0087198600256839
