system,prompt,mean_distance,std_distance,n_samples
Claude48,Free,1.0435114875607938,0.17327433710147844,1322
Claude48,Restricted,0.8907944011792681,0.2580229546885776,1322
GPT5,Free,1.2003389099575383,0.12880706269909645,1322
GPT5,Restricted,1.0660424540158047,0.16963486833100616,1322
