,L_Log_TTR,L_MTLD,L_TTR,avg_sentence_length,case_Acc,case_Gen,dep_distance_mean,dep_rel_acl,dep_rel_conj,dep_rel_cop,dep_rel_det,dep_rel_mark,dep_rel_nmod,dep_rel_obj,dep_rel_obl,dep_rel_root,gender_Masc,lexical_density,n_sentences,n_tokens,n_types,pos_ADV,pos_AUX,pos_DET,pos_NUM,pos_SCONJ
Claude48,-0.16387319000961692,-0.14371047319780333,-0.18346205662096432,0.10592265596334426,-0.08925178061880808,0.0916313837010561,-0.20760922416250258,0.03999648584391909,0.08737901879547771,0.1750639228774503,0.017986623339477575,-0.07404118724353381,0.08469609813085191,-0.08303186875665768,0.10430610628376795,-0.10870350675357979,0.0506641199518327,-0.12104402531011155,-0.019072298802820176,0.1867925667731206,0.07276687573881355,-0.1028439613683911,0.19006047741023618,0.011922776168699743,-0.030214520202941842,-0.08464824100530324
GPT5,-0.36695088942231646,-0.31804392355501626,-0.3977195177710122,0.5624202330942448,-0.14501682849460237,0.24793796707807897,-0.4567625637186744,0.25581039650944976,0.07264111829943473,0.36647750759456693,0.32614659037554417,-0.22767744685044777,0.26829340667088153,0.013301340117483655,0.17324449183956658,-0.565674700084083,0.2593459112177337,-0.537051816406815,-0.37644955569995747,0.31160767843673853,0.0903088271762941,-0.4770989462071172,0.35625229718247997,0.3144925598873211,0.38927271542786046,-0.22953016065244589
